2020-01-24 11:12:23,464 -not-actor-/PID:1 esrally.rally INFO OS [uname_result(system='Linux', node='54b9e5afceb2', release='5.3.0-26-generic', version='#28-Ubuntu SMP Wed Dec 18 05:37:46 UTC 2019', machine='x86_64', processor='')]
2020-01-24 11:12:23,464 -not-actor-/PID:1 esrally.rally INFO Python [namespace(_multiarch='x86_64-linux-gnu', cache_tag='cpython-37', hexversion=50791408, name='cpython', version=sys.version_info(major=3, minor=7, micro=3, releaselevel='final', serial=0))]
2020-01-24 11:12:23,465 -not-actor-/PID:1 esrally.rally INFO Rally version [1.4.0]
2020-01-24 11:12:23,465 -not-actor-/PID:1 esrally.utils.net INFO Connecting directly to the Internet (no proxy support).
2020-01-24 11:12:23,919 -not-actor-/PID:1 esrally.rally INFO Detected a working Internet connection.
2020-01-24 11:12:23,921 -not-actor-/PID:1 esrally.rally INFO Actor system already running locally? [False]
2020-01-24 11:12:23,921 -not-actor-/PID:1 esrally.actor INFO Starting actor system with system base [multiprocTCPBase] and capabilities [{'coordinator': True, 'ip': '127.0.0.1', 'Convention Address.IPv4': '127.0.0.1:1900'}].
2020-01-24 11:12:23,964 -not-actor-/PID:10 root INFO ++++ Actor System gen (3, 9) started, admin @ ActorAddr-(T|:1900)
2020-01-27 14:07:41,117 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1162 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:41,120 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
2020-01-27 14:07:41,120 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1163 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:41,122 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
2020-01-27 14:07:41,123 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1164 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:41,619 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:41,619 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1165 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:41,622 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.003s]
2020-01-27 14:07:41,622 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1166 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:41,624 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
2020-01-27 14:07:41,624 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1167 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:41,627 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
2020-01-27 14:07:41,627 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1168 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:42,119 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:42,119 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1169 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:42,126 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:42,126 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1170 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:42,133 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:42,133 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1171 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:42,139 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:42,140 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1172 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:42,617 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.005s]
2020-01-27 14:07:42,618 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1173 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:42,623 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.005s]
2020-01-27 14:07:42,623 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1174 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:42,629 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.005s]
2020-01-27 14:07:42,629 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1175 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:42,634 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.005s]
2020-01-27 14:07:42,635 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1176 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:43,119 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.007s]
2020-01-27 14:07:43,120 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1177 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:43,127 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.007s]
2020-01-27 14:07:43,127 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1178 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:43,134 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.007s]
2020-01-27 14:07:43,135 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1179 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:43,142 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:43,142 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1180 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:43,616 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.003s]
2020-01-27 14:07:43,616 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1181 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:43,619 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.003s]
2020-01-27 14:07:43,620 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1182 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:43,624 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.004s]
2020-01-27 14:07:43,624 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1183 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:43,629 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.005s]
2020-01-27 14:07:43,629 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1184 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:44,119 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:44,119 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1185 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:44,122 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
2020-01-27 14:07:44,122 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1186 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:44,124 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
2020-01-27 14:07:44,124 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1187 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:44,127 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
2020-01-27 14:07:44,127 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1188 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:44,615 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.003s]
2020-01-27 14:07:44,615 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1189 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:44,618 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
2020-01-27 14:07:44,618 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1190 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:44,620 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
2020-01-27 14:07:44,621 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1191 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:44,623 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
2020-01-27 14:07:44,623 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1192 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:45,119 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:45,119 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1193 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:45,122 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.003s]
2020-01-27 14:07:45,122 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1194 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:45,124 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
2020-01-27 14:07:45,124 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1195 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:45,126 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
2020-01-27 14:07:45,127 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1196 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:45,619 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.007s]
2020-01-27 14:07:45,620 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1197 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:45,627 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.007s]
2020-01-27 14:07:45,627 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1198 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:45,634 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:45,635 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1199 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:45,641 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:45,642 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1200 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:45,642 ActorAddr-(T|:35317)/PID:76 esrally.driver.driver INFO iteration-count-based schedule for [date_histogram_agg] stopped regularly.
2020-01-27 14:07:46,179 ActorAddr-(T|:35317)/PID:76 esrally.actor INFO LoadGenerator[0] is ready for the next task.
2020-01-27 14:07:46,180 ActorAddr-(T|:35317)/PID:76 esrally.actor INFO LoadGenerator[0] reached join point [JoinPoint(9)].
2020-01-27 14:07:46,184 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO [8/8] drivers reached join point [9/9].
2020-01-27 14:07:46,247 -not-actor-/PID:74 elasticsearch WARNING GET http://esslave0:9200/_stats/_all?level=shards [status:503 request:0.004s]
2020-01-27 14:07:46,248 -not-actor-/PID:74 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1 times in a row, putting on 60 second timeout.
2020-01-27 14:07:46,251 -not-actor-/PID:74 elasticsearch WARNING GET http://esslave0:9200/_stats/_all?level=shards [status:503 request:0.003s]
2020-01-27 14:07:46,251 -not-actor-/PID:74 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 2 times in a row, putting on 120 second timeout.
2020-01-27 14:07:46,254 -not-actor-/PID:74 elasticsearch WARNING GET http://esslave0:9200/_stats/_all?level=shards [status:503 request:0.003s]
2020-01-27 14:07:46,254 -not-actor-/PID:74 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 3 times in a row, putting on 240 second timeout.
2020-01-27 14:07:46,257 -not-actor-/PID:74 elasticsearch WARNING GET http://esslave0:9200/_stats/_all?level=shards [status:503 request:0.003s]
2020-01-27 14:07:46,257 -not-actor-/PID:74 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 4 times in a row, putting on 480 second timeout.
2020-01-27 14:07:46,281 -not-actor-/PID:74 elasticsearch WARNING GET http://esslave0:9200/.ml-anomalies-*/_search [status:503 request:0.010s]
2020-01-27 14:07:46,281 -not-actor-/PID:74 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 5 times in a row, putting on 960 second timeout.
2020-01-27 14:07:46,284 -not-actor-/PID:74 elasticsearch WARNING GET http://esslave0:9200/.ml-anomalies-*/_search [status:503 request:0.003s]
2020-01-27 14:07:46,285 -not-actor-/PID:74 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 6 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:46,288 -not-actor-/PID:74 elasticsearch WARNING GET http://esslave0:9200/.ml-anomalies-*/_search [status:503 request:0.003s]
2020-01-27 14:07:46,288 -not-actor-/PID:74 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 7 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:46,311 -not-actor-/PID:74 elasticsearch WARNING GET http://esslave0:9200/.ml-anomalies-*/_search [status:503 request:0.023s]
2020-01-27 14:07:46,311 -not-actor-/PID:74 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 8 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:46,184 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO All drivers completed their tasks until join point [9/9].
2020-01-27 14:07:46,316 ActorAddr-(T|:40665)/PID:12 esrally.actor INFO Benchmark is complete.
2020-01-27 14:07:46,242 ActorAddr-(T|:35069)/PID:74 esrally.telemetry WARNING Cannot determine JVM stats for [esslave0] (not in the cluster at the start of the benchmark).
2020-01-27 14:07:46,243 ActorAddr-(T|:35069)/PID:74 esrally.telemetry INFO Gathering indices stats for all primaries on benchmark stop.
2020-01-27 14:07:46,257 ActorAddr-(T|:35069)/PID:74 esrally.telemetry ERROR Could not retrieve index stats.
Traceback (most recent call last):

  File "/usr/local/lib/python3.7/site-packages/esrally/telemetry.py", line 1063, in index_stats
    return self.client.indices.stats(metric="_all", level="shards")

  File "/usr/local/lib/python3.7/site-packages/elasticsearch/client/utils.py", line 84, in _wrapped
    return func(*args, params=params, **kwargs)

  File "/usr/local/lib/python3.7/site-packages/elasticsearch/client/indices.py", line 731, in stats
    "GET", _make_path(index, "_stats", metric), params=params

  File "/usr/local/lib/python3.7/site-packages/elasticsearch/transport.py", line 350, in perform_request
    timeout=timeout,

  File "/usr/local/lib/python3.7/site-packages/elasticsearch/connection/http_urllib3.py", line 257, in perform_request
    self._raise_error(response.status, raw_data)

  File "/usr/local/lib/python3.7/site-packages/elasticsearch/connection/base.py", line 182, in _raise_error
    status_code, error_message, additional_info

elasticsearch.exceptions.TransportError: TransportError(503, 'cluster_block_exception', 'blocked by: [SERVICE_UNAVAILABLE/1/state not recovered / initialized];')
